time,current,initsoc
4200,20,
4215,20,
4230,20,
4245,20,
4260,20,
4275,20,
4290,20,
4305,20,
4320,20,
4335,20,
4350,20,
4365,20,
4380,20,
4395,20,
4410,20,
4425,20,
4440,20,
4455,20,
4470,20,
4485,20,
4500,20,
4515,0,
4530,0,
4545,0,
4560,0,
4575,0,
4590,0,
4605,0,
4620,0,
4635,0,
4650,20,
4665,20,
4680,20,
4695,20,
4710,20,
4725,20,
4740,20,
4755,20,
4770,20,
4785,20,
4800,20,
4815,20,
4830,20,
4845,20,
4860,20,
4875,20,
4890,20,
4905,20,
4920,20,
4935,20,
4950,20,
4965,0,
4980,0,
4995,0,
5010,0,
5025,0,
5040,0,
5055,0,
5070,0,
5085,0,
5100,20,
5115,20,
5130,20,
5145,20,
5160,20,
5175,20,
5190,20,
5205,20,
5220,20,
5235,20,
5250,20,
5265,20,
5280,20,
5295,20,
5310,20,
5325,20,
5340,20,
5355,20,
5370,20,
5385,20,
5400,20,
5415,0,
5430,0,
5445,0,
5460,0,
5475,0,
5490,0,
5505,0,
5520,0,
5535,0,
5550,20,
5565,20,
5580,20,
5595,20,
5610,20,
5625,20,
5640,20,
5655,20,
5670,20,
5685,20,
5700,20,
5715,20,
5730,20,
5745,20,
5760,20,
5775,20,
5790,20,
5805,20,
5820,20,
5835,20,
5850,20,
5865,0,
5880,0,
5895,0,
5910,0,
5925,0,
5940,0,
5955,0,
5970,0,
5985,0,
6000,20,
6015,20,
6030,20,
6045,20,
6060,20,
6075,20,
6090,20,
6105,20,
6120,20,
6135,20,
6150,20,
6165,20,
6180,20,
6195,20,
6210,20,
6225,20,
6240,20,
6255,20,
6270,20,
6285,20,
6300,20,
6315,0,
6330,0,
6345,0,
6360,0,
6375,0,
6390,0,
6405,0,
6420,0,
6435,0,
6450,0,
6465,0,
6480,0,
6495,0,
6510,0,
6525,0,
6540,0,
6555,0,
6570,0,
6585,0,
6600,0,
6615,0,
6630,0,
6645,0,
6660,0,
6675,0,
6690,0,
6705,0,
6720,0,
6735,0,
6750,0,
6765,0,
6780,0,
6795,0,
6810,0,
6825,0,
6840,0,
6855,0,
6870,0,
6885,0,
6900,0,
6915,0,
6930,0,
6945,0,
6960,0,
6975,0,
6990,0,
7005,0,
7020,0,
7035,0,
7050,0,
7065,0,
7080,0,
7095,0,
7110,0,
7125,0,
7140,0,
7155,0,
7170,0,
7185,0,
7200,0,
